identifier,programme,status,opening,deadline,deadline_model,budget_total_eur,action_type,topic_url
HORIZON-INFRA-2026-DEV-01-04,Horizon Europe,open,2026-03-10,2026-06-16,single-stage,294900000,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-INFRA-2026-DEV-01-04
HORIZON-CL3-2027-01-DRS-01,Horizon Europe,forthcoming,2027-05-05,2027-11-04,single-stage,129503000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2027-01-DRS-01
HORIZON-CL6-2027-02-FARM2FORK-06,Horizon Europe,forthcoming,2027-04-20,2027-09-23,single-stage,182850000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-02-FARM2FORK-06
HORIZON-CL6-2027-02-COMMUNITIES-01,Horizon Europe,forthcoming,2027-04-20,2027-09-23,single-stage,182850000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-02-COMMUNITIES-01
DIGITAL-JU-Chips-2025-SG-LFA,Digital Europe,open,2025-12-03,2026-02-25,single-stage,50000000,DIGITAL JU Simple Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-JU-Chips-2025-SG-LFA
HORIZON-CL6-2027-02-FARM2FORK-01,Horizon Europe,forthcoming,2027-04-20,2027-09-23,single-stage,182850000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-02-FARM2FORK-01
HORIZON-CL6-2027-02-FARM2FORK-04,Horizon Europe,forthcoming,2027-04-20,2027-09-23,single-stage,182850000,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-02-FARM2FORK-04
JTM-2026-PSLF-FRAMEWORK-LOANS,Just Transition,open,2025-10-23,2026-01-27,multiple cut-off,1260000000,JTM Lump Sum Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/JTM-2026-PSLF-FRAMEWORK-LOANS
JTM-2026-PSLF-STANDALONE-PROJECTS,Just Transition,open,2025-10-23,2026-01-27,multiple cut-off,1260000000,JTM Lump Sum Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/JTM-2026-PSLF-STANDALONE-PROJECTS
HORIZON-CL6-2027-02-FARM2FORK-07,Horizon Europe,forthcoming,2027-04-20,2027-09-23,single-stage,182850000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-02-FARM2FORK-07
HORIZON-CL6-2027-02-FARM2FORK-09,Horizon Europe,forthcoming,2027-04-20,2027-09-23,single-stage,182850000,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-02-FARM2FORK-09
HORIZON-MISS-2027-02-CANCER-02,Horizon Europe,forthcoming,2027-02-10,2027-09-21,single-stage,115323812,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2027-02-CANCER-02
HORIZON-MISS-2027-02-CANCER-03,Horizon Europe,forthcoming,2027-02-10,2027-09-21,single-stage,115323812,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2027-02-CANCER-03
HORIZON-MISS-2027-02-CANCER-01,Horizon Europe,forthcoming,2027-02-10,2027-09-21,single-stage,115323812,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2027-02-CANCER-01
HORIZON-CL2-2027-02-DEMOCRACY-09-two-stage,Horizon Europe,forthcoming,2027-03-02,2027-05-04,two-stage,58000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL2-2027-02-DEMOCRACY-09-two-stage
HORIZON-CL2-2027-02-TRANSFO-09-two-stage,Horizon Europe,forthcoming,2027-03-02,2027-05-04,two-stage,58000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL2-2027-02-TRANSFO-09-two-stage
HORIZON-CL2-2026-01-HERITAGE-01,Horizon Europe,forthcoming,2026-05-12,2026-09-23,single-stage,298500000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL2-2026-01-HERITAGE-01
HORIZON-CL2-2026-01-DEMOCRACY-03,Horizon Europe,forthcoming,2026-05-12,2026-09-23,single-stage,298500000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL2-2026-01-DEMOCRACY-03
HORIZON-CL6-2027-01-CIRCBIO-03,Horizon Europe,forthcoming,2027-04-20,2027-09-22,single-stage,261800000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-01-CIRCBIO-03
HORIZON-INFRA-2027-TECH-01-01,Horizon Europe,forthcoming,2027-03-09,2027-06-15,single-stage,339500000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-INFRA-2027-TECH-01-01
HORIZON-INFRA-2027-DEV-01-02,Horizon Europe,forthcoming,2027-03-09,2027-06-15,single-stage,339500000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-INFRA-2027-DEV-01-02
EUAF-2026-TRAI-02,EU Anti-Fraud,open,2026-03-17,2026-05-07,single-stage,4000000,EUAF Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EUAF-2026-TRAI-02
HORIZON-MISS-2027-02-CANCER-05,Horizon Europe,forthcoming,2027-02-10,2027-09-21,single-stage,115323812,HORIZON Pre-commercial Procurement,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2027-02-CANCER-05
HORIZON-MISS-2027-02-CANCER-06,Horizon Europe,forthcoming,2027-02-10,2027-09-21,single-stage,115323812,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2027-02-CANCER-06
HORIZON-MISS-2027-02-CANCER-04,Horizon Europe,forthcoming,2027-02-10,2027-09-21,single-stage,115323812,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2027-02-CANCER-04
CREA-MEDIA-2026-TVONLINE-3,Creative Europe,open,2025-09-30,2025-12-03,multiple cut-off,66000000,CREA Lump Sum Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CREA-MEDIA-2026-TVONLINE-3
HORIZON-HLTH-2027-01-DISEASE-06,Horizon Europe,forthcoming,2027-02-10,2027-04-13,single-stage,341600000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-HLTH-2027-01-DISEASE-06
EDF-EDIP-USI-2026-LS-IRA-MAB,European Defence Fund,forthcoming,2026-06-17,2026-10-13,single-stage,180000000,EDF Lump Sum Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-USI-2026-LS-IRA-MAB
CREA-MEDIA-2026-TVONLINE-2,Creative Europe,open,2025-09-30,2025-12-03,multiple cut-off,66000000,CREA Lump Sum Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CREA-MEDIA-2026-TVONLINE-2
HORIZON-HLTH-2027-01-STAYHLTH-01,Horizon Europe,forthcoming,2027-02-10,2027-04-13,single-stage,341600000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-HLTH-2027-01-STAYHLTH-01
HORIZON-HLTH-2027-02-DISEASE-01-two-stage,Horizon Europe,forthcoming,2027-02-10,2027-04-13,two-stage,186600000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-HLTH-2027-02-DISEASE-01-two-stage
HORIZON-CL6-2027-01-CIRCBIO-04,Horizon Europe,forthcoming,2027-04-20,2027-09-22,single-stage,261800000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-01-CIRCBIO-04
HORIZON-CL6-2027-01-BIODIV-07,Horizon Europe,forthcoming,2027-04-20,2027-09-22,single-stage,261800000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-01-BIODIV-07
HORIZON-CL6-2027-01-BIODIV-08,Horizon Europe,forthcoming,2027-04-20,2027-09-22,single-stage,261800000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-01-BIODIV-08
HORIZON-CL3-2027-02-CS-ECCC-01,Horizon Europe,forthcoming,2027-03-02,2027-09-15,single-stage,71800000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2027-02-CS-ECCC-01
HORIZON-CL3-2027-02-CS-ECCC-04,Horizon Europe,forthcoming,2027-03-02,2027-09-15,single-stage,71800000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2027-02-CS-ECCC-04
HORIZON-CL2-2026-01-DEMOCRACY-02,Horizon Europe,forthcoming,2026-05-12,2026-09-23,single-stage,298500000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL2-2026-01-DEMOCRACY-02
HORIZON-CL2-2026-01-DEMOCRACY-06,Horizon Europe,forthcoming,2026-05-12,2026-09-23,single-stage,298500000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL2-2026-01-DEMOCRACY-06
HORIZON-CL2-2026-01-DEMOCRACY-10,Horizon Europe,forthcoming,2026-05-12,2026-09-23,single-stage,298500000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL2-2026-01-DEMOCRACY-10
HORIZON-CL2-2026-01-TRANSFO-03,Horizon Europe,forthcoming,2026-05-12,2026-09-23,single-stage,298500000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL2-2026-01-TRANSFO-03
HORIZON-CL2-2027-01-DEMOCRACY-02,Horizon Europe,forthcoming,2027-05-13,2027-09-23,single-stage,277000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL2-2027-01-DEMOCRACY-02
HORIZON-CL4-2026-SPACE-03-82,Horizon Europe,open,2026-03-10,2026-09-03,single-stage,90970000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2026-SPACE-03-82
HORIZON-CL3-2027-01-BM-03,Horizon Europe,forthcoming,2027-05-05,2027-11-04,single-stage,129503000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2027-01-BM-03
HORIZON-NEB-2027-01-REGEN-02,Horizon Europe,forthcoming,2027-05-05,2027-12-01,single-stage,93760000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-NEB-2027-01-REGEN-02
HORIZON-NEB-2027-01-BUSINESS-01,Horizon Europe,forthcoming,2027-05-05,2027-12-01,single-stage,93760000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-NEB-2027-01-BUSINESS-01
HORIZON-NEB-2027-01-REGEN-01,Horizon Europe,forthcoming,2027-05-05,2027-12-01,single-stage,93760000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-NEB-2027-01-REGEN-01
HORIZON-NEB-2027-01-BUSINESS-03,Horizon Europe,forthcoming,2027-05-05,2027-12-01,single-stage,93760000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-NEB-2027-01-BUSINESS-03
HORIZON-JU-ER-2026-FA7-01,Horizon Europe,open,2026-02-04,2026-05-07,single-stage,6100000,HORIZON JU Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-ER-2026-FA7-01
HORIZON-NEB-2027-01-REGEN-03,Horizon Europe,forthcoming,2027-05-05,2027-12-01,single-stage,93760000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-NEB-2027-01-REGEN-03
HORIZON-CL6-2027-01-ZEROPOLLUTION-04,Horizon Europe,forthcoming,2027-04-20,2027-09-22,single-stage,261800000,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-01-ZEROPOLLUTION-04
EDF-2026-RA-AIR-A4R,European Defence Fund,open,2026-02-11,2026-09-29,single-stage,770000000,EDF Research Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-2026-RA-AIR-A4R
HORIZON-JU-GH-EDCTP3-2026-03-DIGIT-02,Horizon Europe,open,2026-01-14,2026-09-02,single-stage,33000000,HORIZON JU Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-GH-EDCTP3-2026-03-DIGIT-02
HORIZON-CL6-2027-01-BIODIV-05,Horizon Europe,forthcoming,2027-04-20,2027-09-22,single-stage,261800000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-01-BIODIV-05
HORIZON-CL6-2027-01-BIODIV-01,Horizon Europe,forthcoming,2027-04-20,2027-09-22,single-stage,261800000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-01-BIODIV-01
HORIZON-CL6-2027-01-ZEROPOLLUTION-02,Horizon Europe,forthcoming,2027-04-20,2027-09-22,single-stage,261800000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-01-ZEROPOLLUTION-02
HORIZON-CL6-2027-01-CIRCBIO-09,Horizon Europe,forthcoming,2027-04-20,2027-09-22,single-stage,261800000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-01-CIRCBIO-09
HORIZON-CL6-2027-01-CIRCBIO-01,Horizon Europe,forthcoming,2027-04-20,2027-09-22,single-stage,261800000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-01-CIRCBIO-01
HORIZON-CL6-2027-01-BIODIV-02,Horizon Europe,forthcoming,2027-04-20,2027-09-22,single-stage,261800000,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-01-BIODIV-02
HORIZON-CL6-2027-01-CIRCBIO-02,Horizon Europe,forthcoming,2027-04-20,2027-09-22,single-stage,261800000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-01-CIRCBIO-02
HORIZON-CL6-2027-02-CLIMATE-03,Horizon Europe,forthcoming,2027-04-20,2027-09-23,single-stage,182850000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-02-CLIMATE-03
HORIZON-CL6-2027-02-COMMUNITIES-02,Horizon Europe,forthcoming,2027-04-20,2027-09-23,single-stage,182850000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-02-COMMUNITIES-02
HORIZON-CL6-2027-01-CIRCBIO-06,Horizon Europe,forthcoming,2027-04-20,2027-09-22,single-stage,261800000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-01-CIRCBIO-06
EUBA-EFSA-2025-PLANTS-05-02-Lot2,EUBA,open,2025-11-27,2026-05-27,single-stage,1500000,EUBA Type of Action,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EUBA-EFSA-2025-PLANTS-05-02-Lot2
HORIZON-CL6-2027-01-ZEROPOLLUTION-03,Horizon Europe,forthcoming,2027-04-20,2027-09-22,single-stage,261800000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-01-ZEROPOLLUTION-03
HORIZON-CL6-2027-01-BIODIV-06,Horizon Europe,forthcoming,2027-04-20,2027-09-22,single-stage,261800000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-01-BIODIV-06
HORIZON-JU-GH-EDCTP3-2026-03-SERP-01,Horizon Europe,open,2026-01-14,2026-09-02,single-stage,33000000,HORIZON JU Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-GH-EDCTP3-2026-03-SERP-01
HORIZON-CL6-2027-01-CIRCBIO-07,Horizon Europe,forthcoming,2027-04-20,2027-09-22,single-stage,261800000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-01-CIRCBIO-07
EUBA-EFSA-2025-PLANTS-05-01-Lot1,EUBA,open,2025-11-27,2026-05-27,single-stage,1500000,EUBA Type of Action,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EUBA-EFSA-2025-PLANTS-05-01-Lot1
HORIZON-CL6-2027-01-CIRCBIO-08,Horizon Europe,forthcoming,2027-04-20,2027-09-22,single-stage,261800000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-01-CIRCBIO-08
HORIZON-CL6-2027-01-ZEROPOLLUTION-01,Horizon Europe,forthcoming,2027-04-20,2027-09-22,single-stage,261800000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-01-ZEROPOLLUTION-01
HORIZON-CL6-2027-01-CIRCBIO-05,Horizon Europe,forthcoming,2027-04-20,2027-09-22,single-stage,261800000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-01-CIRCBIO-05
HORIZON-CL6-2027-01-CIRCBIO-10,Horizon Europe,forthcoming,2027-04-20,2027-09-22,single-stage,261800000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-01-CIRCBIO-10
HORIZON-CL6-2027-01-BIODIV-04,Horizon Europe,forthcoming,2027-04-20,2027-09-22,single-stage,261800000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-01-BIODIV-04
HORIZON-CL6-2027-01-BIODIV-03,Horizon Europe,forthcoming,2027-04-20,2027-09-22,single-stage,261800000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-01-BIODIV-03
HORIZON-CL6-2027-01-BIODIV-09,Horizon Europe,forthcoming,2027-04-20,2027-09-22,single-stage,261800000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-01-BIODIV-09
HORIZON-CL6-2027-01-CIRCBIO-01-two-stage,Horizon Europe,forthcoming,2027-02-04,2027-04-08,two-stage,28000000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-01-CIRCBIO-01-two-stage
HORIZON-CID-2027-01-01,Horizon Europe,forthcoming,2027-01-12,2027-09-15,single-stage,265000000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CID-2027-01-01
HORIZON-EIC-PATHFINDERCHALLENGES-01-02,Horizon Europe,forthcoming,2026-07-22,2026-10-28,single-stage,288000000,HORIZON EIC Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EIC-PATHFINDERCHALLENGES-01-02
HORIZON-EIC-2026-PATHFINDERCHALLENGES-01-03,Horizon Europe,forthcoming,2026-07-22,2026-10-28,single-stage,288000000,HORIZON EIC Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EIC-2026-PATHFINDERCHALLENGES-01-03
HORIZON-MISS-2027-04-CIT-01,Horizon Europe,forthcoming,2027-02-09,2027-10-07,single-stage,92323812,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2027-04-CIT-01
HORIZON-MISS-2027-03-OCEAN-03,Horizon Europe,forthcoming,2027-02-09,2027-09-21,single-stage,100400000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2027-03-OCEAN-03
HORIZON-CL6-2027-02-FARM2FORK-02-two-stage,Horizon Europe,forthcoming,2027-02-04,2027-04-08,two-stage,35000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-02-FARM2FORK-02-two-stage
HORIZON-HLTH-2027-01-DISEASE-08,Horizon Europe,forthcoming,2027-02-10,2027-04-13,single-stage,341600000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-HLTH-2027-01-DISEASE-08
HORIZON-MISS-2027-04-CIT-CCRI-04,Horizon Europe,forthcoming,2027-02-09,2027-10-07,single-stage,92323812,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2027-04-CIT-CCRI-04
HORIZON-MISS-2027-07-CLIMA-CIT-CCRI-02,Horizon Europe,forthcoming,2027-02-09,2027-09-22,single-stage,68500000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2027-07-CLIMA-CIT-CCRI-02
HORIZON-MISS-2027-03-OCEAN-04,Horizon Europe,forthcoming,2027-02-09,2027-09-21,single-stage,100400000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2027-03-OCEAN-04
HORIZON-MISS-2027-04-CIT-02,Horizon Europe,forthcoming,2027-02-09,2027-10-07,single-stage,92323812,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2027-04-CIT-02
HORIZON-MISS-2027-04-CIT-05,Horizon Europe,forthcoming,2027-02-09,2027-10-07,single-stage,92323812,HORIZON Pre-commercial Procurement,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2027-04-CIT-05
HORIZON-MISS-2027-05-SOIL-02-two-stage,Horizon Europe,forthcoming,2027-02-04,2027-04-08,two-stage,94800000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2027-05-SOIL-02-two-stage
HORIZON-CL6-2027-03-GOVERNANCE-04,Horizon Europe,forthcoming,2027-02-04,2027-05-11,single-stage,49050000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-03-GOVERNANCE-04
HORIZON-CL6-2027-01-CIRCBIO-02-two-stage,Horizon Europe,forthcoming,2027-02-04,2027-04-08,two-stage,28000000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-01-CIRCBIO-02-two-stage
SMP-COSME-2026-BIOAGRIFOOD,Single Market Programme,open,2026-03-25,2026-06-02,single-stage,3000000,SMP Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/SMP-COSME-2026-BIOAGRIFOOD
HORIZON-EIC-2026-PATHFINDERCHALLENGES-01-01,Horizon Europe,forthcoming,2026-07-22,2026-10-28,single-stage,288000000,HORIZON EIC Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EIC-2026-PATHFINDERCHALLENGES-01-01
HORIZON-INFRA-2027-DEV-01-03,Horizon Europe,forthcoming,2027-03-09,2027-06-15,single-stage,339500000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-INFRA-2027-DEV-01-03
HORIZON-CL3-2027-02-CS-ECCC-03,Horizon Europe,forthcoming,2027-03-02,2027-09-15,single-stage,71800000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2027-02-CS-ECCC-03
HORIZON-INFRA-2027-01-EOSC-01,Horizon Europe,forthcoming,2027-03-09,2027-06-15,single-stage,339500000,HORIZON Programme Cofund Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-INFRA-2027-01-EOSC-01
HORIZON-INFRA-2027-SERV-01-03,Horizon Europe,forthcoming,2027-03-09,2027-06-15,single-stage,339500000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-INFRA-2027-SERV-01-03
HORIZON-CL3-2027-02-CS-ECCC-02,Horizon Europe,forthcoming,2027-03-02,2027-09-15,single-stage,71800000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2027-02-CS-ECCC-02
